date,campaign_id,seller_id,category,daily_budget,ad_spend,impressions,clicks,orders,attributed_sales
2024-06-14,C1027,S2020,Beauty,59054.17,22075.82,123178,1321,124,201812.41
2024-05-06,C1128,S2098,Beauty,535.92,356.09,2117,32,1,1249.76
2024-04-11,C1048,S2036,Toys,15243.47,5392.35,65290,419,17,9437.15
2024-04-09,C1071,S2054,Electronics,3528.49,1639.14,19704,80,9,21905.97
2024-04-02,C1117,S2090,Home,4065.85,2591.62,48761,228,17,24566.63
2024-05-08,C1044,S2032,Sports,657.38,335.65,3494,32,1,1092.16
2024-05-15,C1063,S2049,Electronics,127.25,109.67,980,7,0,0.0
2024-05-23,C1011,S2008,Electronics,2904.49,1039.91,5729,45,7,18125.73
2024-04-02,C1062,S2048,Beauty,4084.32,4084.32,47051,335,11,12696.46
2024-05-21,C1020,S2015,Home,6106.64,6106.64,73751,505,12,20749.24
2024-04-17,C1003,S2002,Sports,732.87,449.08,4138,41,1,1278.92
2024-06-22,C1156,S2120,Fashion,1805.81,1205.84,11659,75,5,6180.62
2024-04-08,C1149,S2115,Electronics,3925.63,2239.72,27345,169,5,11373.28
2024-05-16,C1105,S2081,Electronics,1392.46,1384.27,7168,60,6,16325.7
2024-05-28,C1040,S2030,Sports,1782.54,870.31,10837,74,3,5824.27
2024-06-20,C1060,S2047,Electronics,1586.33,722.51,6493,30,2,5268.61
2024-06-02,C1077,S2059,Electronics,2534.97,1937.96,16781,80,1,2093.28
2024-06-15,C1058,S2046,Electronics,4523.61,3565.42,17865,170,15,39496.46
2024-05-20,C1062,S2048,Beauty,4084.32,3443.42,27702,230,12,15413.11
2024-05-09,C1107,S2082,Sports,324.12,324.12,4568,37,0,0.0
2024-06-04,C1146,S2113,Electronics,1070.76,421.1,4186,20,1,2027.68
2024-06-17,C1018,S2013,Beauty,2400.15,1217.15,12807,110,2,2866.66
2024-06-04,C1052,S2040,Sports,17666.34,6368.08,79578,559,24,32386.67
2024-06-07,C1138,S2106,Beauty,2302.32,1002.56,6654,78,3,4335.92
2024-05-21,C1089,S2070,Electronics,546.53,220.83,1180,10,0,0.0
2024-05-03,C1139,S2107,Electronics,9837.11,4959.29,77320,374,19,52890.54
2024-04-19,C1052,S2040,Sports,17666.34,7965.49,101386,800,16,22301.12
2024-05-26,C1015,S2011,Sports,4710.93,1628.52,22149,125,2,3125.28
2024-04-04,C1091,S2071,Fashion,979.78,504.65,3053,36,6,4148.23
2024-06-01,C1104,S2081,Sports,3280.31,1263.35,17781,109,9,11114.89
2024-05-09,C1032,S2023,Sports,1915.52,956.55,9539,82,6,7664.02
2024-05-06,C1074,S2057,Electronics,3077.61,1163.31,9214,58,5,12952.81
2024-04-18,C1025,S2019,Beauty,2255.05,984.05,16133,69,6,6513.97
2024-05-06,C1054,S2042,Sports,1370.16,702.31,9657,59,3,4533.31
2024-04-03,C1010,S2007,Fashion,9480.63,4260.24,22361,269,19,17295.63
2024-04-08,C1038,S2028,Electronics,3371.65,1315.64,16701,88,1,2542.16
2024-06-12,C1030,S2022,Beauty,7500.86,7054.7,49714,493,25,22880.06
2024-04-11,C1020,S2015,Home,6106.64,6106.64,71946,498,6,10723.83
2024-06-05,C1048,S2036,Toys,15243.47,7026.92,81936,519,18,9755.08
2024-05-01,C1033,S2024,Electronics,558.64,246.34,3744,12,0,0.0
2024-05-10,C1019,S2014,Toys,60.84,60.84,564,5,0,0.0
2024-04-24,C1030,S2022,Beauty,7500.86,7119.47,74394,615,59,64409.01
2024-05-01,C1084,S2065,Beauty,486.62,269.66,1755,19,2,3254.18
2024-05-16,C1011,S2008,Electronics,2904.49,1034.58,5422,48,6,14386.27
2024-05-14,C1102,S2079,Beauty,6294.23,5643.07,63139,379,29,31879.98
2024-06-02,C1119,S2092,Fashion,4462.32,2339.31,15051,150,4,3130.39
2024-04-07,C1100,S2078,Home,573.21,563.19,4492,33,0,0.0
2024-04-09,C1143,S2110,Sports,1197.67,506.63,11772,43,2,3218.56
2024-05-17,C1001,S2001,Sports,943.48,430.45,2618,27,2,2583.05
2024-05-30,C1049,S2037,Electronics,7592.47,6993.57,74394,404,24,64311.47
2024-05-09,C1068,S2052,Electronics,835.86,311.1,2077,15,1,3458.1
2024-06-23,C1036,S2026,Home,994.55,994.55,7396,68,2,4247.79
2024-05-13,C1011,S2008,Electronics,2904.49,1099.6,7911,54,1,2631.77
2024-04-13,C1068,S2052,Electronics,835.86,344.42,2496,21,1,3134.09
2024-05-16,C1094,S2074,Electronics,4271.26,1986.62,16891,75,5,12751.95
2024-05-18,C1104,S2081,Sports,3280.31,1190.31,15889,103,2,2674.86
2024-05-19,C1090,S2071,Electronics,927.44,397.89,4989,25,1,2144.41
2024-05-29,C1028,S2021,Home,4175.95,2040.36,17860,152,10,15671.07
2024-04-23,C1056,S2044,Beauty,690.55,358.35,1477,20,2,2591.82
2024-05-19,C1020,S2015,Home,6106.64,5970.46,90307,463,5,9023.17
2024-04-09,C1045,S2033,Electronics,1475.87,876.88,8580,41,2,5607.4
2024-06-21,C1015,S2011,Sports,4710.93,1895.36,26560,127,7,10166.98
2024-05-28,C1029,S2022,Home,5337.16,5337.16,43536,415,24,44478.99
2024-06-22,C1006,S2004,Home,4034.75,2444.06,30953,135,10,22214.33
2024-05-14,C1005,S2003,Beauty,1195.34,402.38,3084,26,1,1239.34
2024-05-25,C1080,S2061,Toys,5727.31,2121.78,46689,246,19,10614.85
2024-04-15,C1074,S2057,Electronics,3077.61,1328.71,11005,67,7,21555.96
2024-04-19,C1063,S2049,Electronics,127.25,127.25,1119,10,2,5344.7
2024-06-14,C1134,S2103,Fashion,4914.35,2979.31,30305,207,8,6800.21
2024-04-24,C1149,S2115,Electronics,3925.63,2119.55,25823,140,2,4944.71
2024-06-14,C1053,S2041,Fashion,10844.87,8074.61,76459,584,43,37404.14
2024-06-04,C1044,S2032,Sports,657.38,388.77,4197,37,0,0.0
2024-04-17,C1025,S2019,Beauty,2255.05,1083.37,15366,75,3,3026.0
2024-05-19,C1062,S2048,Beauty,4084.32,3237.49,26034,207,8,9212.87
2024-06-15,C1106,S2082,Beauty,1077.61,411.24,3197,32,1,1282.05
2024-04-28,C1152,S2117,Beauty,6816.97,6053.11,39235,551,48,60597.9
2024-05-18,C1136,S2104,Home,1983.86,921.77,10318,78,5,8035.91
2024-05-28,C1139,S2107,Electronics,9837.11,3779.26,44237,233,12,34384.54
2024-05-18,C1070,S2053,Sports,142.38,73.68,2016,9,0,0.0
2024-06-05,C1041,S2031,Electronics,1653.81,522.35,2897,25,1,2432.32
2024-04-12,C1137,S2105,Home,4796.02,2405.52,19336,161,8,14885.65
2024-06-18,C1138,S2106,Beauty,2302.32,919.4,7022,70,3,3848.03
2024-04-08,C1150,S2116,Home,6641.48,2388.3,18196,193,20,42626.56
2024-05-18,C1034,S2025,Electronics,738.75,600.9,6891,30,0,0.0
2024-06-12,C1046,S2034,Beauty,4801.41,1511.59,6343,90,2,2290.29
2024-06-10,C1072,S2055,Electronics,29450.31,8121.27,35236,280,8,15384.38
2024-06-01,C1012,S2008,Sports,493.27,493.27,4943,48,2,2966.96
2024-05-11,C1130,S2100,Sports,3584.28,1790.82,18790,112,5,5604.11
2024-06-20,C1142,S2109,Fashion,1424.76,1296.97,6690,68,6,5920.1
2024-06-22,C1060,S2047,Electronics,1586.33,506.52,5047,23,2,5005.83
2024-04-28,C1137,S2105,Home,4796.02,2308.9,17001,133,9,16847.79
2024-05-31,C1151,S2116,Beauty,7220.85,2897.27,31429,267,9,13611.52
2024-04-06,C1092,S2072,Sports,1039.65,371.14,5824,39,3,4211.45
2024-05-04,C1116,S2089,Beauty,1712.87,798.39,7966,72,4,6751.23
2024-05-28,C1020,S2015,Home,6106.64,6106.64,97993,476,11,17396.58
2024-04-30,C1037,S2027,Electronics,4657.49,1800.48,11854,116,1,3016.08
2024-05-21,C1087,S2068,Beauty,508.24,196.2,1550,14,1,1089.42
2024-05-31,C1111,S2085,Sports,765.0,593.39,9600,79,2,3102.47
2024-04-16,C1141,S2108,Fashion,1130.98,716.54,5997,48,2,1793.6
2024-05-12,C1134,S2103,Fashion,4914.35,2120.38,22879,152,3,2403.65
2024-04-03,C1101,S2078,Fashion,2094.67,814.6,5596,69,4,3057.44
2024-04-15,C1068,S2052,Electronics,835.86,377.75,3021,22,4,11823.53
2024-05-22,C1127,S2098,Electronics,285.61,282.09,1865,15,1,2689.22
2024-05-03,C1056,S2044,Beauty,690.55,366.85,1502,21,1,1373.06
2024-06-18,C1058,S2046,Electronics,4523.61,4523.61,21829,210,11,27853.1
2024-04-10,C1134,S2103,Fashion,4914.35,2502.06,27939,186,10,7886.09
2024-06-11,C1143,S2110,Sports,1197.67,593.02,9102,43,5,8123.02
2024-05-11,C1136,S2104,Home,1983.86,1080.06,12607,84,4,6063.7
2024-05-15,C1137,S2105,Home,4796.02,2844.62,23416,173,3,6134.57
2024-04-17,C1030,S2022,Beauty,7500.86,7500.86,67032,676,48,45797.45
2024-06-03,C1112,S2086,Beauty,5328.38,4851.11,41165,329,26,48293.07
2024-04-24,C1156,S2120,Fashion,1805.81,883.36,8672,63,3,3507.91
2024-06-21,C1011,S2008,Electronics,2904.49,833.86,4779,34,3,7227.11
2024-05-18,C1137,S2105,Home,4796.02,1844.44,15877,111,4,7211.54
2024-04-14,C1101,S2078,Fashion,2094.67,847.72,5621,68,6,4653.83
2024-04-16,C1060,S2047,Electronics,1586.33,983.87,15923,57,4,10701.55
2024-06-15,C1052,S2040,Sports,17666.34,6290.82,87688,574,11,15125.6
2024-04-13,C1132,S2102,Beauty,1755.9,731.91,5814,51,5,5457.49
2024-04-15,C1003,S2002,Sports,732.87,468.59,4557,44,4,5680.72
2024-06-11,C1102,S2079,Beauty,6294.23,5756.63,47515,329,15,16016.03
2024-06-09,C1016,S2012,Home,9001.07,9001.07,94307,800,44,68592.83
2024-05-16,C1048,S2036,Toys,15243.47,6823.86,85697,576,20,10517.69
2024-06-15,C1097,S2076,Electronics,5959.98,2565.05,13844,124,13,28757.05
2024-04-28,C1030,S2022,Beauty,7500.86,6300.59,58307,539,44,41622.38
2024-05-09,C1065,S2050,Home,4230.34,1801.91,33720,161,6,7329.97
2024-04-15,C1017,S2012,Electronics,11302.53,11302.53,96782,726,11,22183.76
2024-04-11,C1010,S2007,Fashion,9480.63,3572.02,22001,226,21,16506.84
2024-05-25,C1114,S2087,Beauty,307.05,156.36,1073,9,0,0.0
2024-05-14,C1020,S2015,Home,6106.64,6106.64,105609,505,9,16231.62
2024-05-20,C1006,S2004,Home,4034.75,2847.87,43377,179,17,40590.89
2024-06-03,C1146,S2113,Electronics,1070.76,389.07,3284,19,0,0.0
2024-06-11,C1076,S2058,Sports,911.67,346.27,2724,19,0,0.0
2024-04-30,C1121,S2093,Beauty,1015.91,518.62,3475,32,4,5690.88
2024-04-12,C1023,S2017,Home,810.55,423.69,3402,32,1,2214.42
2024-04-05,C1091,S2071,Fashion,979.78,526.32,3421,43,4,3023.83
2024-06-23,C1013,S2009,Sports,1732.7,701.93,11843,68,3,4961.82
2024-05-18,C1152,S2117,Beauty,6816.97,5188.56,29484,424,38,47432.24
2024-06-16,C1158,S2122,Fashion,1803.12,1072.21,5787,63,1,879.39
2024-06-20,C1003,S2002,Sports,732.87,472.5,5436,41,2,2648.36
2024-05-12,C1116,S2089,Beauty,1712.87,710.86,6829,64,2,3159.52
2024-06-08,C1049,S2037,Electronics,7592.47,5906.12,61334,340,13,32970.5
2024-05-18,C1093,S2073,Fashion,310.74,160.8,1754,15,1,778.56
2024-06-06,C1106,S2082,Beauty,1077.61,400.92,3281,31,0,0.0
2024-06-13,C1138,S2106,Beauty,2302.32,819.2,6202,57,5,7222.13
2024-05-22,C1044,S2032,Sports,657.38,352.13,2962,31,1,1035.93
2024-06-11,C1160,S2124,Fashion,10141.84,6985.96,27001,427,15,10164.12
2024-06-16,C1016,S2012,Home,9001.07,9001.07,119446,779,51,88447.48
2024-06-16,C1096,S2075,Electronics,1847.94,543.54,3872,30,3,7983.93
2024-04-16,C1111,S2085,Sports,765.0,560.47,9594,78,3,4730.61
2024-05-06,C1153,S2118,Electronics,3184.97,1469.97,11800,75,5,13421.97
2024-04-14,C1110,S2085,Beauty,794.74,663.09,4821,50,0,0.0
2024-04-07,C1063,S2049,Electronics,127.25,112.51,960,8,0,0.0
2024-05-12,C1091,S2071,Fashion,979.78,612.42,4075,49,2,1284.11
2024-04-22,C1142,S2109,Fashion,1424.76,1071.23,5965,56,3,3213.54
2024-05-30,C1146,S2113,Electronics,1070.76,448.78,3983,24,1,2003.38
2024-05-26,C1072,S2055,Electronics,29450.31,12143.26,60428,470,18,35910.49
2024-04-21,C1150,S2116,Home,6641.48,2383.55,24762,185,12,27055.04
2024-05-09,C1009,S2006,Electronics,1990.26,1073.82,5253,64,0,0.0
2024-04-02,C1109,S2084,Home,10186.39,4488.59,60523,402,13,19907.94
2024-04-01,C1137,S2105,Home,4796.02,2212.18,18123,134,1,2008.46
2024-06-08,C1152,S2117,Beauty,6816.97,4898.33,28047,407,45,53249.09
2024-05-18,C1047,S2035,Beauty,7572.74,2579.2,18515,197,7,8164.32
2024-06-21,C1137,S2105,Home,4796.02,2240.05,18265,127,5,10402.7
2024-04-19,C1020,S2015,Home,6106.64,6106.64,88294,555,10,17826.38
2024-06-04,C1037,S2027,Electronics,4657.49,1384.13,10577,84,4,10018.08
2024-05-14,C1048,S2036,Toys,15243.47,6987.97,97045,594,23,12696.03
2024-06-06,C1026,S2020,Electronics,34570.6,18280.84,189287,1084,92,174081.35
2024-05-01,C1097,S2076,Electronics,5959.98,3152.36,27319,194,10,19226.19
2024-06-02,C1103,S2080,Beauty,1414.63,553.2,3198,39,4,4166.29
2024-06-04,C1128,S2098,Beauty,535.92,295.01,2171,24,0,0.0
2024-06-09,C1103,S2080,Beauty,1414.63,523.73,4469,39,1,1262.31
2024-04-10,C1105,S2081,Electronics,1392.46,1392.46,9205,74,1,2751.58
2024-04-06,C1006,S2004,Home,4034.75,2372.37,31482,160,11,27594.8
2024-06-15,C1012,S2008,Sports,493.27,493.27,5358,46,1,1453.54
2024-04-04,C1003,S2002,Sports,732.87,401.08,4345,38,4,5324.25
2024-05-16,C1089,S2070,Electronics,546.53,233.65,1472,11,0,0.0
2024-04-23,C1060,S2047,Electronics,1586.33,789.91,11855,43,4,9969.34
2024-05-21,C1057,S2045,Electronics,3433.05,1329.16,22114,72,0,0.0
2024-06-21,C1059,S2046,Beauty,3676.12,3079.26,36405,349,10,16503.13
2024-06-12,C1152,S2117,Beauty,6816.97,5559.4,29359,394,33,39505.01
2024-06-05,C1117,S2090,Home,4065.85,2260.93,29414,174,12,17060.11
2024-04-21,C1058,S2046,Electronics,4523.61,3859.4,23941,223,18,42245.21
2024-06-15,C1156,S2120,Fashion,1805.81,1198.54,10354,78,2,2376.56
2024-06-02,C1084,S2065,Beauty,486.62,195.52,1043,12,2,2951.45
2024-05-25,C1156,S2120,Fashion,1805.81,1129.68,11488,69,2,2388.04
2024-06-08,C1093,S2073,Fashion,310.74,187.04,2105,16,1,778.59
2024-06-14,C1028,S2021,Home,4175.95,1871.38,18012,152,6,10424.02
2024-06-12,C1070,S2053,Sports,142.38,86.05,1945,10,1,1875.17
2024-04-05,C1134,S2103,Fashion,4914.35,2227.03,24371,177,14,10522.28
2024-04-07,C1084,S2065,Beauty,486.62,212.4,1537,19,6,8868.4
2024-04-21,C1055,S2043,Beauty,2688.05,951.12,5800,68,2,2604.65
2024-05-26,C1073,S2056,Electronics,8751.38,6177.38,27577,203,11,26638.35
2024-04-04,C1065,S2050,Home,4230.34,2130.33,39855,183,14,17151.86
2024-06-20,C1076,S2058,Sports,911.67,368.73,4083,22,1,1568.34
2024-05-13,C1112,S2086,Beauty,5328.38,4854.73,48493,354,32,59727.25
2024-04-25,C1036,S2026,Home,994.55,994.55,8429,84,0,0.0
2024-06-01,C1150,S2116,Home,6641.48,2581.47,18116,192,32,72084.75
2024-06-09,C1127,S2098,Electronics,285.61,230.48,1370,12,0,0.0
2024-06-21,C1012,S2008,Sports,493.27,493.27,6267,45,1,1530.19
2024-06-12,C1005,S2003,Beauty,1195.34,426.51,2865,24,1,1260.31
2024-06-19,C1056,S2044,Beauty,690.55,242.74,822,11,2,3160.9
2024-04-06,C1098,S2076,Beauty,7223.9,3098.56,25815,194,12,12493.67
2024-04-29,C1002,S2001,Electronics,673.77,403.89,4106,19,0,0.0
2024-04-27,C1049,S2037,Electronics,7592.47,7592.47,74984,512,22,56875.31
2024-05-06,C1117,S2090,Home,4065.85,2474.48,44078,227,12,15242.96
2024-06-16,C1011,S2008,Electronics,2904.49,667.45,3149,29,3,6699.94
2024-06-13,C1067,S2051,Electronics,5654.84,5568.27,25566,246,12,29881.33
2024-06-18,C1089,S2070,Electronics,546.53,186.51,811,7,1,1786.29
2024-05-19,C1076,S2058,Sports,911.67,317.05,2917,21,0,0.0
2024-05-04,C1147,S2114,Home,1749.71,548.54,4732,40,0,0.0
2024-06-23,C1030,S2022,Beauty,7500.86,6119.84,47507,417,43,45407.81
2024-06-01,C1010,S2007,Fashion,9480.63,4907.48,21249,263,33,28841.16
2024-04-16,C1030,S2022,Beauty,7500.86,7500.86,70524,602,55,54773.77
2024-06-20,C1164,S2128,Fashion,1473.66,737.05,3524,33,1,947.74
2024-05-26,C1105,S2081,Electronics,1392.46,1088.08,5357,42,1,3047.21
2024-06-21,C1134,S2103,Fashion,4914.35,3499.75,29349,236,10,7468.31
2024-04-08,C1097,S2076,Electronics,5959.98,3345.0,31128,231,26,55116.55
2024-05-24,C1114,S2087,Beauty,307.05,158.03,1295,11,0,0.0
2024-05-17,C1110,S2085,Beauty,794.74,732.69,5089,48,0,0.0
2024-06-15,C1020,S2015,Home,6106.64,5767.61,77397,440,4,6892.78
2024-04-03,C1113,S2086,Sports,14336.78,5953.13,90944,549,24,32126.08
2024-04-15,C1147,S2114,Home,1749.71,752.36,6153,57,3,4208.78
2024-05-28,C1014,S2010,Home,2884.14,1307.18,9834,103,7,9971.12
2024-05-30,C1156,S2120,Fashion,1805.81,1105.07,10306,71,2,2316.48
2024-06-15,C1137,S2105,Home,4796.02,2016.63,13116,110,2,3703.41
2024-06-20,C1039,S2029,Electronics,315.53,149.78,1219,6,0,0.0
2024-04-13,C1098,S2076,Beauty,7223.9,2617.85,15649,144,11,12120.29
2024-04-26,C1052,S2040,Sports,17666.34,7494.12,111084,689,21,32665.86
2024-04-28,C1085,S2066,Toys,1706.46,1032.93,15122,139,3,2121.83
2024-06-22,C1099,S2077,Beauty,493.8,361.74,2046,31,0,0.0
2024-05-06,C1126,S2097,Sports,2820.65,1316.0,17488,138,4,7026.88
2024-04-12,C1149,S2115,Electronics,3925.63,1812.45,28979,134,6,15551.58
2024-05-13,C1118,S2091,Electronics,2288.72,834.84,11905,60,1,2075.65
2024-05-21,C1030,S2022,Beauty,7500.86,6726.31,52954,505,46,41661.69
2024-05-18,C1122,S2094,Beauty,11557.38,9254.88,76058,565,50,71867.38
2024-05-02,C1146,S2113,Electronics,1070.76,401.75,3754,21,1,2064.36
2024-05-23,C1002,S2001,Electronics,673.77,310.88,3040,14,0,0.0
2024-04-12,C1088,S2069,Home,3012.59,1482.94,11143,131,7,13923.93
2024-05-15,C1033,S2024,Electronics,558.64,224.82,4196,11,0,0.0
2024-06-01,C1131,S2101,Beauty,3094.39,1364.94,7511,66,3,3446.74
2024-05-30,C1106,S2082,Beauty,1077.61,397.36,3663,31,2,2836.0
2024-04-18,C1038,S2028,Electronics,3371.65,1147.99,10882,68,3,6573.89
2024-05-31,C1047,S2035,Beauty,7572.74,3362.22,20858,233,15,16994.55
2024-06-02,C1134,S2103,Fashion,4914.35,2705.15,24414,199,11,9134.34
2024-04-14,C1147,S2114,Home,1749.71,527.53,5490,44,7,9753.45
2024-06-12,C1115,S2088,Beauty,1164.09,402.27,3524,31,1,1286.12
2024-04-25,C1114,S2087,Beauty,307.05,190.48,1891,15,1,1402.24
2024-06-12,C1015,S2011,Sports,4710.93,2078.99,26696,146,2,3133.49
2024-04-27,C1050,S2038,Fashion,6773.51,6773.51,42518,365,6,5577.55
2024-04-30,C1055,S2043,Beauty,2688.05,1141.43,10057,81,2,2916.74
2024-05-28,C1111,S2085,Sports,765.0,441.48,5595,53,1,1531.11
2024-04-30,C1095,S2075,Sports,1554.33,741.82,11740,54,1,1586.23
2024-04-14,C1038,S2028,Electronics,3371.65,1103.99,12814,68,1,2268.36
2024-05-29,C1072,S2055,Electronics,29450.31,14962.47,65229,595,24,43639.07
2024-04-22,C1001,S2001,Sports,943.48,423.71,2975,30,4,5218.15
2024-06-01,C1005,S2003,Beauty,1195.34,372.47,1889,21,0,0.0
2024-05-30,C1135,S2104,Electronics,1435.29,1435.29,14703,61,1,2269.07
2024-05-23,C1140,S2107,Beauty,9463.27,3133.3,37989,252,8,10229.59
2024-05-06,C1100,S2078,Home,573.21,573.21,4182,33,0,0.0
2024-05-18,C1005,S2003,Beauty,1195.34,433.77,2226,25,1,1166.26
2024-06-17,C1088,S2069,Home,3012.59,1540.24,11989,129,3,5105.78
2024-05-25,C1025,S2019,Beauty,2255.05,712.23,9044,42,1,1004.98
2024-05-02,C1047,S2035,Beauty,7572.74,4116.17,23315,328,11,14500.64
2024-04-23,C1009,S2006,Electronics,1990.26,1333.44,7259,89,2,6062.49
2024-05-10,C1040,S2030,Sports,1782.54,755.86,8699,71,0,0.0
2024-06-23,C1004,S2003,Electronics,382.12,275.63,1738,11,1,2365.88
2024-04-26,C1133,S2103,Beauty,5212.11,2445.65,28054,225,8,13441.59
2024-05-26,C1090,S2071,Electronics,927.44,446.47,4946,27,0,0.0
2024-05-07,C1109,S2084,Home,10186.39,5299.99,50433,399,11,16665.0
2024-05-01,C1065,S2050,Home,4230.34,2194.26,32405,172,4,5347.52
2024-06-07,C1085,S2066,Toys,1706.46,1265.38,13172,148,7,4753.45
2024-04-24,C1047,S2035,Beauty,7572.74,3955.18,22509,321,12,13590.07
2024-05-12,C1033,S2024,Electronics,558.64,181.53,2783,8,0,0.0
2024-05-07,C1105,S2081,Electronics,1392.46,1392.46,8044,60,1,2911.47
2024-06-18,C1027,S2020,Beauty,59054.17,25103.99,213306,1608,152,257553.94
2024-04-04,C1133,S2103,Beauty,5212.11,3002.14,38066,315,11,17857.12
2024-05-19,C1155,S2119,Sports,1639.91,719.58,4595,67,6,8223.46
2024-04-29,C1105,S2081,Electronics,1392.46,1392.46,9824,62,1,2970.53
2024-05-13,C1128,S2098,Beauty,535.92,313.19,2416,26,0,0.0
2024-05-29,C1092,S2072,Sports,1039.65,398.97,6790,42,4,4924.82
2024-05-08,C1030,S2022,Beauty,7500.86,7500.86,55944,620,43,45489.03
2024-05-10,C1148,S2115,Home,2080.53,1385.93,16671,115,4,6620.63
2024-04-09,C1086,S2067,Fashion,382.75,167.22,747,9,0,0.0
2024-06-05,C1157,S2121,Fashion,559.41,317.37,3505,32,3,3079.03
2024-04-16,C1070,S2053,Sports,142.38,71.99,2223,9,0,0.0
2024-05-18,C1054,S2042,Sports,1370.16,639.35,8665,54,2,2767.03
2024-05-13,C1110,S2085,Beauty,794.74,794.74,6113,54,1,1280.97
2024-04-29,C1003,S2002,Sports,732.87,374.98,4586,39,1,1520.38
2024-04-04,C1033,S2024,Electronics,558.64,248.42,5505,13,1,2625.48
2024-04-22,C1114,S2087,Beauty,307.05,202.38,1494,14,1,1362.42
2024-05-24,C1020,S2015,Home,6106.64,6106.64,70598,472,3,5420.48
2024-04-16,C1058,S2046,Electronics,4523.61,4523.61,36169,285,24,60993.71
2024-05-10,C1095,S2075,Sports,1554.33,803.83,9363,56,3,4392.93
2024-05-27,C1155,S2119,Sports,1639.91,940.48,6090,84,6,8782.05
2024-04-18,C1086,S2067,Fashion,382.75,196.51,918,11,0,0.0
2024-04-13,C1003,S2002,Sports,732.87,378.58,3676,36,1,1368.18
2024-05-18,C1074,S2057,Electronics,3077.61,831.5,6701,42,2,5270.44
2024-05-27,C1134,S2103,Fashion,4914.35,2817.52,28170,217,15,11990.16
2024-04-14,C1141,S2108,Fashion,1130.98,545.97,4933,37,0,0.0
2024-06-04,C1114,S2087,Beauty,307.05,158.74,1301,10,1,1378.95
2024-06-15,C1087,S2068,Beauty,508.24,163.4,1217,11,1,1110.36
2024-05-10,C1086,S2067,Fashion,382.75,209.87,1032,11,0,0.0
2024-05-14,C1078,S2060,Fashion,2938.67,1649.91,9813,124,4,3757.5
2024-05-11,C1100,S2078,Home,573.21,573.21,4712,32,1,1268.14
2024-05-24,C1040,S2030,Sports,1782.54,851.54,13161,79,1,2003.6
2024-05-20,C1089,S2070,Electronics,546.53,246.53,1393,10,1,1834.26
2024-04-27,C1019,S2014,Toys,60.84,60.84,764,5,0,0.0
2024-04-05,C1128,S2098,Beauty,535.92,401.35,3168,37,0,0.0
2024-05-27,C1056,S2044,Beauty,690.55,294.26,1151,15,2,2601.02
2024-05-28,C1163,S2127,Fashion,812.97,545.23,3767,38,2,2187.73
2024-05-16,C1044,S2032,Sports,657.38,385.36,2870,34,0,0.0
2024-05-24,C1041,S2031,Electronics,1653.81,563.61,2774,28,1,2320.33
2024-06-05,C1043,S2032,Home,1207.3,543.57,5510,40,2,3761.71
2024-04-03,C1081,S2062,Electronics,704.63,406.07,3727,23,0,0.0
2024-04-19,C1078,S2060,Fashion,2938.67,1645.63,7268,125,9,8527.57
2024-06-21,C1050,S2038,Fashion,6773.51,6773.51,33293,304,5,4647.86
2024-05-10,C1028,S2021,Home,4175.95,2134.44,30683,176,8,13479.33
2024-06-02,C1152,S2117,Beauty,6816.97,5799.5,38122,449,52,71087.63
2024-05-07,C1141,S2108,Fashion,1130.98,605.7,4658,43,2,1688.8
2024-06-07,C1077,S2059,Electronics,2534.97,2534.97,24333,116,2,4675.67
2024-06-21,C1145,S2112,Beauty,605.97,253.56,3078,24,2,2522.76
2024-04-18,C1102,S2079,Beauty,6294.23,6294.23,70649,472,37,41271.51
2024-04-04,C1081,S2062,Electronics,704.63,414.03,4112,25,2,4981.35
2024-05-28,C1162,S2126,Fashion,5242.0,3408.7,19074,181,8,6644.42
2024-04-10,C1054,S2042,Sports,1370.16,743.25,8446,67,2,2822.3
2024-04-20,C1064,S2049,Home,293.65,150.84,1210,13,1,1532.74
2024-04-25,C1044,S2032,Sports,657.38,340.72,3528,34,2,2044.78
2024-06-02,C1021,S2016,Beauty,29378.01,12468.44,130039,995,64,93923.45
2024-06-09,C1133,S2103,Beauty,5212.11,2232.84,24495,169,7,10194.46
2024-06-06,C1136,S2104,Home,1983.86,1027.2,13252,74,3,4896.93
2024-04-17,C1043,S2032,Home,1207.3,466.6,4384,37,4,6604.22
2024-04-16,C1134,S2103,Fashion,4914.35,2202.19,20348,175,6,4599.4
2024-06-03,C1063,S2049,Electronics,127.25,118.74,1088,7,0,0.0
2024-04-11,C1034,S2025,Electronics,738.75,738.75,10116,40,1,2701.56
2024-06-19,C1103,S2080,Beauty,1414.63,623.09,5114,43,6,7026.65
2024-05-30,C1158,S2122,Fashion,1803.12,1166.84,5238,69,3,3005.51
2024-06-03,C1086,S2067,Fashion,382.75,213.73,1036,11,1,774.41
2024-06-16,C1162,S2126,Fashion,5242.0,3151.39,16758,171,8,7289.95
2024-05-21,C1003,S2002,Sports,732.87,429.88,5502,39,1,1340.45
2024-04-24,C1088,S2069,Home,3012.59,1264.82,11970,111,9,16756.89
2024-05-23,C1136,S2104,Home,1983.86,1231.8,11501,89,5,7244.78
2024-04-16,C1072,S2055,Electronics,29450.31,18298.63,119699,817,41,86219.62
2024-06-15,C1048,S2036,Toys,15243.47,6260.42,76732,482,14,7910.11
2024-06-11,C1118,S2091,Electronics,2288.72,670.48,9543,41,0,0.0
